Time,/fdm/jsbsim/position/h-sl-ft,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/position/h-agl-ft,/fdm/jsbsim/position/lat-geod-rad,/fdm/jsbsim/position/lat-geod-deg,/fdm/jsbsim/position/lat-gc-rad,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/long-gc-rad,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/geod-alt-ft,/fdm/jsbsim/position/terrain-elevation-asl-ft,/fdm/jsbsim/position/distance-from-start-lon-mt,/fdm/jsbsim/position/distance-from-start-lat-mt,/fdm/jsbsim/position/distance-from-start-mag-mt,/fdm/jsbsim/ap/active-waypoint,/fdm/jsbsim/position/ned-x-relto-field-wp-ft,/fdm/jsbsim/position/ned-y-relto-field-wp-ft,/fdm/jsbsim/position/ned-z-relto-field-wp-ft,/fdm/jsbsim/position/ned-h-relto-field-wp-ft,/fdm/jsbsim/guidance/wp-distance,/fdm/jsbsim/guidance/field-wp-distance,/fdm/jsbsim/position/ned-x-relto-field-wp-m,/fdm/jsbsim/position/ned-y-relto-field-wp-m,/fdm/jsbsim/position/ned-z-relto-field-wp-m,/fdm/jsbsim/position/ned-h-relto-field-wp-m,/fdm/jsbsim/guidance/target-wp-latitude-rad-ONE,/fdm/jsbsim/guidance/target-wp-longitude-rad-ONE,/fdm/jsbsim/guidance/target-field-wp-latitude-rad,/fdm/jsbsim/guidance/target-field-wp-longitude-rad,/fdm/jsbsim/position/h-agl-m
42.3998304,376.228136148303747,114.674335898002994,376.228136148303747,0.930527396714360466,53.3152925530284847,0.927313346071461986,53.1311410160490922,0.142396902398910979,8.15874152319390689,45360.8089167437356,0,404.47647632930699,499.054224356801683,642.396614023826942,1,16722313.1341156103,1779807.66332025267,8487903.91151459515,-8487903.91151459515,19563023.4101238027,19563023.4101238027,5096961.04327843804,542485.375780013041,2587113.11222964851,-2587113.11222964851,0,0,0,0,114.674335911628589
42.4498302,376.013592567294836,114.608943014511468,376.013592567294836,0.930527210303016106,53.3152818724451976,0.927313159271177634,53.1311303131811812,0.142396846207698075,8.15873830367456243,45360.581810611191,0,404.691485848997218,500.245662162037206,643.457886064927379,1,16722310.619766986,1779807.39078425081,8487900.84680892713,-8487900.84680892713,19563019.4380569123,19563019.4380569123,5096960.27690497786,542485.292711039656,2587112.17810736131,-2587112.17810736131,0,0,0,0,114.608943028137077
42.49983,375.799276269972324,114.543619407087576,375.799276269972324,0.930527023722696356,53.3152711821803322,0.927312972301630678,53.13111960061525,0.14239678994049404,8.15873507980124479,45360.3549203761868,0,404.906786140420479,501.438179547349534,644.520707493818577,1,16722308.1034768913,1779807.11772549967,8487897.77903169766,-8487897.77903169766,19563015.4623353034,19563015.4623353034,5096959.50993975718,542485.209482732345,2587111.24304886162,-2587111.24304886162,0,0,0,0,114.543619420713185
42.5498298,375.585289910435677,114.478396364700799,375.585289910435677,0.930526836974221783,53.3152604822809124,0.92731278516365867,53.1311088783992673,0.142396733597749819,8.15873185159979464,45360.1283487425753,0,405.122375478085814,502.631771170715808,645.585071689881261,1,16722305.5853379443,1779806.84415635001,8487894.70813661069,-8487894.70813661069,19563011.4829772376,19563011.4829772376,5096958.74241100531,542485.126098855515,2587110.30704003898,-2587110.30704003898,0,0,0,0,114.478396377190947
42.5998296,375.371736172586679,114.413305185404425,375.371736172586679,0.930526650058505433,53.3152497727992412,0.927312597858192533,53.1310981465865737,0.142396677179957853,8.15872861909842584,45359.9021984677674,0,405.338251977727907,503.826431094587861,646.650971465484872,1,16722303.0654439759,1779806.57008944848,8487891.63407895528,-8487891.63407895528,19563007.5000029653,19563007.5000029653,5096957.97434732411,542485.042563263909,2587109.37006726582,-2587109.37006726582,0,0,0,0,114.413305199030034
42.6498294,375.158717714250088,114.348377159303439,375.158717714250088,0.930526462976553836,53.3152390537929932,0.927312410386256447,53.1310874052358599,0.142396620687651798,8.15872538232771483,45359.6765722681957,0,405.554413597368637,505.0221527866006,647.71839906617754,1,16722300.5438899491,1779806.29553772742,8487888.55681568012,-8487888.55681568012,19563003.513434764,19563003.513434764,5096957.20577765629,542484.95887989935,2587108.43211741932,-2587108.43211741932,0,0,0,0,114.348377171793572
42.6998292,374.946337085217237,114.283643543574215,374.946337085217237,0.930526275729466334,53.3152283253251511,0.927312222748967296,53.1310766544111104,0.14239656412140636,8.15872214132058815,45359.4515727720936,0,405.770858137954804,506.218929123112559,648.787346172829871,1,16722298.0207719188,1779806.020514403,8487885.47630538233,-8487885.47630538233,19562999.5232969299,19562999.5232969299,5096956.43673128076,542484.875052790041,2587107.49317788053,-2587107.49317788053,0,0,0,0,114.283643557199838
42.749829,374.734696619212627,114.219135529536018,374.734696619212627,0.930526088318433642,53.3152175874639411,0.927312034947534003,53.1310658941815959,0.142396507481836743,8.15871889611229584,45359.2273023996822,0,405.987583245482142,507.416752393454544,649.857803905286687,1,16722295.4961869046,1779805.7450329545,8487882.39250839874,-8487882.39250839874,19562995.5296157077,19562995.5296157077,5096955.66723776888,542484.791086044512,2587106.55323655996,-2587106.55323655996,0,0,0,0,114.219135543161627
42.7998288,374.523898329585791,114.154884210857759,374.523898329585791,0.930525900744738954,53.3152068402828903,0.927311846983258192,53.1310551246218949,0.142396450769598809,8.15871564674041494,45359.0038632367578,0,406.20458641035782,508.615614295680928,650.929762817672099,1,16722292.9702328406,1779805.46910712146,8487879.30538684689,-8487879.30538684689,19562991.5324193649,19562991.5324193649,5096954.89732697047,542484.706983850687,2587105.61228191108,-2587105.61228191108,0,0,0,0,114.154884224483354
42.8498286,374.314043808728456,114.090920552900442,374.314043808728456,0.930525713009757061,53.3151960838607621,0.927311658857532195,53.1310443458117803,0.142396393985388198,8.15871239324480335,45358.7813569848804,0,406.421864970799618,509.815505949315991,652.003212909506146,1,16722290.4430084657,1779805.19275088259,8487876.21490468644,-8487876.21490468644,19562987.5317381248,19562987.5317381248,5096954.12702898029,542484.622750469018,2587104.67030294845,-2587104.67030294845,0,0,0,0,114.090920565390576
42.8998284,374.105234120041132,114.027275359788547,374.105234120041132,0.93052552511495279,53.315185318281479,0.927311470571839713,53.131033557836254,0.142396337129940209,8.1587091356675927,45358.559884796734,0,406.639416113259585,511.016417891104425,653.078143621706886,1,16722287.9146132376,1779804.91597845056,8487873.12102775835,-8487873.12102775835,19562983.5276041776,19562983.5276041776,5096953.35637411475,542484.538390231784,2587103.72728926083,-2587103.72728926083,0,0,0,0,114.02727537227868
42.9498282,373.897569704800844,113.9639792460233,373.897569704800844,0.930525337061880897,53.3151745436341358,0.9273112821277536,53.1310227607854486,0.142396280204029169,8.15870587405314396,45358.3395472197444,0,406.857236874867908,512.218340089174717,654.154543848268418,1,16722285.3851472344,1779804.63880425598,8487870.02372381836,-8487870.02372381836,19562979.5200516209,19562979.5200516209,5096952.58539287746,542484.453907537274,2587102.78323101997,-2587102.78323101997,0,0,0,0,113.963979259648909
42.999828,373.691150303930044,113.901062612637887,373.691150303930044,0.930525148852184625,53.3151637600128794,0.92731109352693597,53.1310119547545838,0.142396223208468009,8.15870260844803852,45358.1204441079535,0,407.07532414502532,513.421261942330716,655.23240193580466,1,16722282.8547110856,1779804.36124293832,8487866.9229625985,-8487866.9229625985,19562975.5091165043,19562975.5091165043,5096951.81411593873,542484.36930684757,2587101.8381190002,-2587101.8381190002,0,0,0,0,113.901062625128034
43.0498278,373.486074846237898,113.838555613133323,373.486074846237898,0.93052496048759703,53.3151529675170011,0.927310904771137867,53.1310011398439954,0.142396166144107966,8.15869933890104804,45357.9026745080482,0,407.293674666571462,514.625172282175072,656.311705685053653,1,16722280.3234059066,1779804.08330933098,8487863.81871584058,-8487863.81871584058,19562971.4948367774,19562971.4948367774,5096951.04257412069,542484.284592684126,2587100.89194458816,-2587100.89194458816,0,0,0,0,113.838555626758932
43.0998276,373.282441426068544,113.776488146665699,373.282441426068544,0.930524771969936437,53.3151421662506877,0.927310715862196489,53.1309903161589432,0.142396109011837579,8.15869606546308113,45357.6863366410107,0,407.512285039608287,515.83005939081329,657.392442366271553,1,16722277.7913332004,1779803.80501845712,8487860.7109572757,-8487860.7109572757,19562967.4772522449,19562967.4772522449,5096950.27079836,542484.199769625789,2587099.94469977776,-2587099.94469977776,0,0,0,0,113.776488160291308
43.1498274,373.080347180366516,113.714889820575721,373.080347180366516,0.930524583301108876,53.3151313563231426,0.927310526802036073,53.1309794838096749,0.142396051812582441,8.15869278818716914,45357.4715277627183,0,407.73115172245582,517.035910995188488,658.474598714551121,1,16722275.2585948147,1779803.52638550871,8487857.59966271743,-8487857.59966271743,19562963.4564046115,19562963.4564046115,5096949.49881969951,542484.114842303097,2587098.99637719663,-2587098.99637719663,0,0,0,0,113.71488983420133
43.1998272,372.879888270050287,113.653789944711335,372.879888270050287,0.930524394483103645,53.3151205378483439,0.927310337592665124,53.1309686429112773,0.142395994547304422,8.15868950712842711,45357.2583441772731,0,407.950271034625871,518.242714284783688,659.558160944744259,1,16722272.7252928633,1779803.24742584815,8487854.48481001332,-8487854.48481001332,19562959.43233734,19562959.43233734,5096948.72666926496,542484.029815398506,2587098.04697009223,-2587098.04697009223,0,0,0,0,113.653789957201482
43.249827,372.681159786880016,113.593217503041032,372.681159786880016,0.930524205517996306,53.3151097109452152,0.927310148236176968,53.1309577935836828,0.142395937217001195,8.15868622234401286,45357.0468811167375,0,408.169639158627604,519.450455908082176,660.643114749012739,1,16722270.1915296707,1779802.96815498848,8487851.36637910642,-8487851.36637910642,19562955.4050957859,19562955.4050957859,5096947.95437824354,542483.944693640573,2587097.09647235181,-2587097.09647235181,0,0,0,0,113.593217515531165
43.2998268,372.484255727380514,113.53320114570559,372.484255727380514,0.930524016407942911,53.3150988757372915,0.927309958734746975,53.1309469359515276,0.142395879822705296,8.15868293389308974,45356.8372327158504,0,408.389252143578517,520.659121990269796,661.729445312203325,1,16722267.6574077215,1779802.68858858873,8487848.24435202032,-8487848.24435202032,19562951.3747270405,19562951.3747270405,5096947.18197787367,542483.859481801861,2587096.14487849595,-2587096.14487849595,0,0,0,0,113.533201158195723
43.3498266,372.289268929511309,113.473769169715055,372.289268929511309,0.930523827155182781,53.3150880323528753,0.927309769090632341,53.130936070144152,0.142395822365483815,8.15867964183679639,45356.6294919682841,0,408.609105906371951,521.868698134651027,662.817137312947125,1,16722265.1230295878,1779802.4087424418,8487845.11871288903,-8487845.11871288903,19562947.34127995,19562947.34127995,5096946.40949941892,542483.77418469626,2587095.19218368875,-2587095.19218368875,0,0,0,0,113.473769182205203
43.3998264,372.096291016787291,113.414949501916766,372.096291016787291,0.930523637762034284,53.3150771809248027,0.927309579306170417,53.1309251962954647,0.1423957648464374,8.15867634623819526,45356.4237506602076,0,408.829196235501684,523.079169433271318,663.906174933655848,1,16722262.5884978846,1779802.12863246608,8487841.98944792897,-8487841.98944792897,19562943.3048050962,19562943.3048050962,5096945.6369741559,542483.688807175728,2587094.23838372901,-2587094.23838372901,0,0,0,0,113.414949515542389
43.4498262,371.905412372201681,113.356769691047077,371.905412372201681,0.9305234482308955,53.3150663215904643,0.927309389383777716,53.1309143145439293,0.142395707266699673,8.15867304716223884,45356.2200993259903,0,409.049518793291156,524.290520473289575,664.996541866220923,1,16722260.0539152194,1779801.84827469382,8487838.85654549301,-8487838.85654549301,19562939.2653547712,19562939.2653547712,5096944.86443335935,542483.603354126681,2587093.28347506654,-2587093.28347506654,0,0,0,0,113.356769704672686
43.499826,371.716722071170807,113.29925688729287,371.716722071170807,0.930523258564241895,53.3150554544916986,0.927309199325947797,53.1309034250324146,0.142395649627436227,8.15866974467570927,45356.0186272170395,0,409.270069119717334,525.502735350432886,666.088221324297024,1,16722257.5193841234,1779801.56768526137,8487835.71999602579,-8487835.71999602579,19562935.2229829133,19562935.2229829133,5096944.09190828074,542483.517830467666,2587092.32745478861,-2587092.32745478861,0,0,0,0,113.299256900918479
43.5498258,371.530307833105326,113.242437827530509,371.530307833105326,0.930523068764625094,53.3150445797746997,0.927309009135250828,53.1308925279081734,0.142395591929844245,8.15866643884720055,45355.8194222162492,0,409.490842633897273,526.715797671828113,667.181196045804313,1,16722254.9850070029,1779801.28688039887,8487832.57979209721,-8487832.57979209721,19562931.1777451113,19562931.1777451113,5096943.31943013519,542483.432241145638,2587091.37032063119,-2587091.37032063119,0,0,0,0,113.242437840020656
43.5998256,371.346255987882614,113.186338825106631,371.346255987882614,0.930522878834671441,53.3150336975899535,0.92730881881433147,53.1308816233227432,0.142395534175151384,8.15866312974705288,45355.6225708415514,0,409.711834638336597,527.929690569457307,668.275448305529721,1,16722252.4508861005,1779801.00587642216,8487829.43592840433,-8487829.43592840433,19562927.1296985596,19562927.1296985596,5096942.54703008384,542483.346591133508,2587090.41207097797,-2587090.41207097797,0,0,0,0,113.18633883873224
43.6498254,371.164651434868574,113.130985757347943,371.164651434868574,0.930522688777081108,53.3150228080921593,0.927308628365908105,53.1308707114318679,0.14239547636461522,8.15865981744731883,45355.4281581700852,0,409.933040321053284,529.144396705113422,669.370959919742063,1,16722249.917123409,1779800.72468971903,8487826.28840175085,-8487826.28840175085,19562923.0789020322,19562923.0789020322,5096941.77473921515,542483.260885426425,2587089.45270485384,-2587089.45270485384,0,0,0,0,113.130985770973552
43.6998252,370.985577590763569,113.076404049664745,370.985577590763569,0.930522498594625325,53.3150119114401093,0.927308437792769946,53.1308597923953627,0.142395418499522197,8.15865650202170833,45355.2362677968849,0,410.154454759613316,530.359898288812019,670.467712262638202,1,16722247.3838206548,1779800.44333674107,8487823.13721106574,-8487823.13721106574,19562919.0254158415,19562919.0254158415,5096941.00258853566,542483.175129038747,2587088.49222193286,-2587088.49222193286,0,0,0,0,113.076404063290354
43.749825,370.809116333723068,113.022618658518795,370.809116333723068,0.930522308290146705,53.3150010077966598,0.927308247097777483,53.1308488663771215,0.142395360581186875,8.15865318354553715,45355.046981807267,0,410.376072923998606,531.576177075958071,671.565686265309296,1,16722244.8510792032,1779800.16183399153,8487819.98235739581,-8487819.98235739581,19562914.9693018086,19562914.9693018086,5096940.23060894106,542483.089327000664,2587087.53062253445,-2587087.53062253445,0,0,0,0,113.022618672144404
43.7998248,370.635347981005907,112.969654064610609,370.635347981005907,0.930522117866555143,53.3149900973285469,0.927308056283858706,53.1308379335449033,0.142395302610951069,8.15864986209568777,45354.8603807066902,0,410.597889679899026,532.793214391423135,672.664862436268891,1,16722242.3190000318,1779799.88019801816,8487816.82384390011,-8487816.82384390011,19562910.910623204,19562910.910623204,5096939.45883120969,542483.003484355984,2587086.56790762069,-2587086.56790762069,0,0,0,0,112.969654078236218
43.8498246,370.464351233094931,112.917534255847343,370.464351233094931,0.930521927326828036,53.3149791802063504,0.927307865354008998,53.1308269940703326,0.14239524459018299,8.1586465377505526,45354.6765433991022,0,410.819899792004549,534.010991130251682,673.765220863529521,1,16722239.7876836676,1779799.59844539594,8487813.66167586111,-8487813.66167586111,19562906.8494447693,19562906.8494447693,5096938.68728598207,542482.917606156669,2587085.60407880275,-2587085.60407880275,0,0,0,0,112.917534269472938
43.8998244,370.296203140169382,112.866282717123639,370.296203140169382,0.930521736674008615,53.3149682566044447,0.927307674311289021,53.1308160481287715,0.142395186520276273,8.15864321058998065,45354.4955471364228,0,411.042097927722864,535.229487771117306,674.866741227045623,1,16722237.2572301291,1779799.31659272336,8487810.49586065114,-8487810.49586065114,19562902.7858326323,19562902.7858326323,5096937.91600374319,542482.831697462127,2587084.63913832651,-2587084.63913832651,0,0,0,0,112.866282729613772
43.9498242,370.130979042500257,112.81592241215408,370.130979042500257,0.930521545911203507,53.3149573267008279,0.927307483158822721,53.1308050958992055,0.142395128402649146,8.15863988069523138,45354.3174674711481,0,411.264478660365228,536.448684389067239,675.969402810304473,1,16722234.7277388759,1779799.03465660848,8487807.32640775852,-8487807.32640775852,19562898.7198542729,19562898.7198542729,5096937.14501480944,542482.745763334329,2587083.67308908515,-2587083.67308908515,0,0,0,0,112.815922425779689
43.999824,369.968752555549145,112.76647577893138,369.968752555549145,0.930521355041580955,53.3149463906770151,0.927307291899795882,53.1307941375641732,0.142395070238743426,8.15863654814891426,45354.1423782345519,0,411.487036472969407,537.668560664728261,677.073184509527096,1,16722232.1993087418,1779798.75265365629,8487804.15332876332,-8487804.15332876332,19562894.6515785083,19562894.6515785083,5096936.37434930447,542482.659808834433,2587082.70593460696,-2587082.70593460696,0,0,0,0,112.766475792557003
44.0498238,369.809595502912998,112.717964709287884,369.809595502912998,0.930521164068369266,53.3149354487179892,0.927307100537454132,53.1307831733096378,0.142395012030023693,8.1586332130349426,45353.9703514699868,0,411.709765761486494,538.88909589705338,678.178064845317522,1,16722229.6720378939,1779798.47060046112,8487800.97663734294,-8487800.97663734294,19562890.5810754262,19562890.5810754262,5096935.60403715074,542482.573839020566,2587081.73767906241,-2587081.73767906241,0,0,0,0,112.717964722913493
44.0998236,369.653577908873558,112.670410546624666,369.653577908873558,0.930520972994855256,53.314924501012058,0.927306909075100938,53.1307722033248595,0.142394953777976147,8.15862987543846963,45353.8014574080735,0,411.932660839134655,540.11026901606715,679.284021975053065,1,16722227.1460237764,1779798.18851359468,8487797.79634923488,-8487797.79634923488,19562886.5084163658,19562886.5084163658,5096934.83410804719,542482.487858943641,2587080.76832724689,-2587080.76832724689,0,0,0,0,112.670410559114814
44.1498234,369.500767920166254,112.623834062066678,369.500767920166254,0.930520781824381915,53.3149135477507699,0.927306717516096501,53.1307612278023811,0.142394895484107858,8.15862653544584582,45353.6357644447198,0,412.155715939267282,541.332058589947223,680.391033699893114,1,16722224.6213630531,1779797.90640959563,8487794.61248226091,-8487794.61248226091,19562882.4336738884,19562882.4336738884,5096934.064591459,542482.401873644791,2587079.79788459325,-2587079.79788459325,0,0,0,0,112.623834075692287
44.1998232,369.351231817156076,112.578255457869176,369.351231817156076,0.930520590560346861,53.3149025891287849,0.927306525863855091,53.130750246937815,0.142394837149945608,8.15862319314454787,45353.4733390744368,0,412.378925219832922,542.554442842019171,681.499077480664255,1,16722222.0981515609,1779797.62430495629,8487791.42505629733,-8487791.42505629733,19562878.356921684,19562878.356921684,5096933.29551659618,542482.315888150712,2587078.82635715976,-2587078.82635715976,0,0,0,0,112.578255471494785
44.249823,369.205033946782351,112.53369434697926,369.205033946782351,0.9305203992062,53.3148916253437761,0.927306334121842935,53.130739260929758,0.142394778777034936,8.15861984862312717,45353.3142458748698,0,412.602282766986377,543.777399664209952,682.608130450447675,1,16722219.5764842443,1779797.34221611731,8487788.23409325071,-8487788.23409325071,19562874.2782345787,19562874.2782345787,5096932.52691239771,542482.229907472618,2587077.85375162307,-2587077.85375162307,0,0,0,0,112.533694359469408
44.2998228,369.062236689031124,112.49016974281669,369.062236689031124,0.930520207765441754,53.3148806565963014,0.927306142293576774,53.1307282699797199,0.142394720366939148,8.15861650197115829,45353.1585474690801,0,412.825782598912269,545.000906626254732,683.718169423943323,1,16722217.0564551204,1779797.0601594504,8487785.03961706534,-8487785.03961706534,19562870.1976884678,19562870.1976884678,5096931.75880752131,542482.143936600536,2587076.88007528149,-2587076.88007528149,0,0,0,0,112.490169755306837
44.3498226,368.922900427132845,112.447700050190093,368.922900427132845,0.930520016241621617,53.3148696830897322,0.927305950382622202,53.1307172742919747,0.142394661921238508,8.15861315327918035,45353.0063044874842,0,413.049418668904593,546.224940986317506,684.829170907529829,1,16722214.5381572079,1779796.77815125347,8487781.84165370837,-8487781.84165370837,19562866.1153602935,19562866.1153602935,5096930.99123031739,542482.057980502141,2587075.90533605032,-2587075.90533605032,0,0,0,0,112.447700063815702
44.3998224,368.78708354011178,112.406303063026073,368.78708354011178,0.930519824638335491,53.3148587050300975,0.927305758392590884,53.130706274073475,0.142394603441528933,8.15860980263863489,45352.8575755363199,0,413.273184870358762,547.449479708694412,685.941111116155412,1,16722212.021682499,1779796.49620773713,8487778.6402311381,-8487778.6402311381,19562862.0313279815,19562862.0313279815,5096930.2242088262,542481.972044118331,2587074.92954245117,-2587074.92954245117,0,0,0,0,112.406303076651682
44.4498222,368.654842335730791,112.365995943930756,368.654842335730791,0.930519632959223797,53.3148477226259772,0.927305566327138675,53.1306952695336747,0.142394544929421107,8.15860645014180541,45352.7124171790128,0,413.49707504016942,548.674499475851462,687.053965984781485,1,16722209.5071218871,1779796.21434501628,8487775.43537928723,-8487775.43537928723,19562857.9456704147,19562857.9456704147,5096929.45777075179,542481.886132361018,2587073.9527036068,-2587073.9527036068,0,0,0,0,112.365995956420903
44.499822,368.526231039315462,112.326795220783353,368.526231039315462,0.930519441207969145,53.3148367360883668,0.927305374189963949,53.1306842608844718,0.142394486386539398,8.15860309588176413,45352.5708838756982,0,413.72108296287314,549.899976699046874,688.167711179170169,1,16722206.9945651442,1779795.93257909571,8487772.22713006102,-8487772.22713006102,19562853.8584673479,19562853.8584673479,5096928.69194345642,542481.800250108354,2587072.97482924256,-2587072.97482924256,0,0,0,0,112.326795234408976
44.5498218,368.40130178257823,112.288716783329846,368.40130178257823,0.930519249388294112,53.3148257456305643,0.927305181984804272,53.1306732483400239,0.142394427814520885,8.15859973995230625,45352.4330280250506,0,413.945202374365124,551.125887539573682,689.282322114927069,1,16722204.4841008391,1779795.65092586726,8487769.01551727764,-8487769.01551727764,19562849.7697993927,19562849.7697993927,5096927.92675393634,542481.714402204379,2587071.99592966633,-2587071.99592966633,0,0,0,0,112.288716796955455
44.5998216,368.280104536563158,112.251775862744452,368.280104536563158,0.930519057503960578,53.3148147514680986,0.927304989715435957,53.1306622321166913,0.142394369215014333,8.15859638244789842,45352.2988998468354,0,414.169426965828961,552.352207911592814,690.397773961994858,1,16722201.9758163095,1779795.36940109124,8487765.80057670362,-8487765.80057670362,19562845.6797479913,19562845.6797479913,5096927.16222881153,542481.628593452624,2587071.01601577923,-2587071.01601577923,0,0,0,0,112.251775876370075
44.6498214,368.162687130272388,112.215987037307031,368.162687130272388,0.930518865558765507,53.3148037538185235,0.927304797385671176,53.1306512124328947,0.142394310589678968,8.15859302346360948,45352.1685474233527,0,414.393750388408989,553.578913500543877,691.514041662058503,1,16722199.4697976261,1779795.08802039293,8487762.58234597929,-8487762.58234597929,19562841.5883953348,19562841.5883953348,5096926.39839431643,542481.542828615755,2587070.03509905469,-2587070.03509905469,0,0,0,0,112.21598705093264
44.6998212,368.049095205962658,112.181364218777418,368.049095205962658,0.930518673556539944,53.3147927529013401,0.927304604999355075,53.1306401895089451,0.142394251940183708,8.15858966309506073,45352.0420166583135,0,414.61816625618502,554.805979781556175,692.631099944972902,1,16722196.9661295209,1779794.80679925019,8487759.36086462438,-8487759.36086462438,19562837.4958243296,19562837.4958243296,5096925.63527627848,542481.457112411503,2587069.0531915375,-2587069.0531915375,0,0,0,0,112.181364231267565
44.749821,367.939372193068266,112.147920644447211,367.939372193068266,0.930518481501147021,53.3147817489378895,0.927304412560364444,53.1306291635669652,0.142394193268205904,8.15858630143835661,45351.9193512451602,0,414.842668150950601,556.033382027946345,693.7489233383684,1,16722194.4648953695,1779794.52575298515,8487756.13617399335,-8487756.13617399335,19562833.4021185413,19562833.4021185413,5096924.87290010881,542481.371449509868,2587068.07030583313,-2587068.07030583313,0,0,0,0,112.14792065807282
44.7998208,367.833559297025204,112.115668873733284,367.833559297025204,0.930518289396478737,53.3147707421511754,0.927304220072605823,53.1306181348307902,0.142394134575430487,8.1585829385900368,45351.8005926389305,0,415.067249625506008,557.261095323255518,694.867486179216939,1,16722191.9661771115,1779794.24489675136,8487752.90831728093,-8487752.90831728093,19562829.3073621504,19562829.3073621504,5096924.11129078362,542481.285844529863,2587067.0864551072,-2587067.0864551072,0,0,0,0,112.115668886223432
44.8498206,367.731695488095284,112.084620784771445,367.731695488095284,0.930518097246454623,53.3147597327657579,0.927304027540011511,53.130607103525719,0.142394075863548603,8.15857957464699801,45351.6857800846847,0,415.291904208861297,558.489094586742681,695.986762637357856,1,16722189.4700552486,1779793.96424553078,8487749.67733943462,-8487749.67733943462,19562825.2116399072,19562825.2116399072,5096923.35047284048,542481.20030203776,2587066.10165305994,-2587066.10165305994,0,0,0,0,112.084620797261593
44.8998204,367.633817456662655,112.054787560790786,367.633817456662655,0.930517905055019079,53.3147487210076463,0.927303834966539564,53.1305960698785285,0.142394017134257089,8.15857620970646025,45351.5749505383355,0,415.516625408255607,559.717354573383545,697.106726716713069,1,16722186.9766087737,1779793.68381411792,8487746.44328720681,-8487746.44328720681,19562821.1150370948,19562821.1150370948,5096922.59047035407,542481.11482654314,2587065.11591394059,-2587065.11591394059,0,0,0,0,112.054787573280919
44.9498202,367.539959624409676,112.026179693520078,367.539959624409676,0.930517712826139487,53.3147377071041433,0.92730364235616991,53.1305850341172601,0.142393958389256864,8.15857284386587978,45351.4681386922312,0,415.74140671531535,560.94584989865541,698.227352278870399,1,16722184.48591513,1779793.40361711592,8487743.20620905049,-8487743.20620905049,19562817.0176394656,19562817.0176394656,5096921.83130693156,542481.029422496911,2587064.12925251853,-2587064.12925251853,0,0,0,0,112.026179707145673
44.99982,367.450154133141041,111.998806979781392,367.450154133141041,0.930517520563803546,53.314726691283731,0.927303449712902794,53.1305739964710995,0.142393899630252174,8.15856947722290293,45351.3653769464363,0,415.966241608923156,562.174555048450088,699.348613052806741,1,16722181.9980501942,1779793.12366892397,8487739.96615513787,-8487739.96615513787,19562812.9195331782,19562812.9195331782,5096921.07300569955,542480.944094288046,2587063.14168408606,-2587063.14168408606,0,0,0,0,111.99880699227154
45.0498198,367.364430792629719,111.972678505593549,367.364430792629719,0.930517328272017052,53.314715673775936,0.927303257040756446,53.1305629571702838,0.142393840858949683,8.15856610987531461,45351.2666953806547,0,416.191123558721245,563.403444393945392,700.470482648990583,1,16722179.5130882133,1779792.8439837331,8487736.72317729704,-8487736.72317729704,19562808.8208047859,19562808.8208047859,5096920.31558928732,542480.858846241841,2587062.15322444029,-2587062.15322444029,0,0,0,0,111.972678518083683
45.0998196,367.282817106693983,111.947802654120338,367.282817106693983,0.930517135954801677,53.3147046548111661,0.927303064343764416,53.130551916445917,0.142393782077057135,8.15856274192095832,45351.172121779462,0,416.416046030210452,564.632492208598137,701.592934576171615,1,16722177.0311017763,1779792.56457551313,8487733.47732900456,-8487733.47732900456,19562804.721541144,19562804.721541144,5096919.55907982122,542480.773682616418,2587061.16388988076,-2587061.16388988076,0,0,0,0,111.947802666610471
45.1498194,367.205338250845671,111.924187098857772,367.205338250845671,0.930516943616192971,53.3146936346206459,0.927302871625973579,53.1305408745298635,0.142393723286282553,8.15855937345770066,45351.0816815942453,0,416.641002487829496,565.861672680892411,702.715942253579556,1,16722174.5521617737,1779792.28545800713,8487730.22866533883,-8487730.22866533883,19562800.6218293905,19562800.6218293905,5096918.80349890888,542480.688607600634,2587060.17369719548,-2587060.17369719548,0,0,0,0,111.924187111347905
45.1998192,367.132017064839602,111.901838801363112,367.132017064839602,0.930516751260237585,53.3146826134362399,0.927302678891442134,53.1305298316546484,0.142393664488333155,8.15855600458335672,45350.9953979210768,0,416.865986399096641,567.090959927083418,703.839479023775084,1,16722172.076337371,1779792.00664472417,8487726.97724293917,-8487726.97724293917,19562796.5217569061,19562796.5217569061,5096918.04886763077,542480.603625311982,2587059.18266364792,-2587059.18266364792,0,0,0,0,111.901838813853246
45.249819,367.062874045222998,111.880764008983974,367.062874045222998,0.930516558890991052,53.3146715914903027,0.927302486144236382,53.1305187880532444,0.142393605684914243,8.15855263539563147,45350.9132915388982,0,417.090991238858578,568.320328011735,704.963518171864393,1,16722169.6036959607,1779791.72814892954,8487723.72311997786,-8487723.72311997786,19562792.4214112163,19562792.4214112163,5096917.29520652909,542480.518739793799,2587058.19080696953,-2587058.19080696953,0,0,0,0,111.880764021474121
