Time,/fdm/jsbsim/position/h-sl-ft,/fdm/jsbsim/position/h-sl-meters,/fdm/jsbsim/position/h-agl-ft,/fdm/jsbsim/position/lat-geod-rad,/fdm/jsbsim/position/lat-geod-deg,/fdm/jsbsim/position/lat-gc-rad,/fdm/jsbsim/position/lat-gc-deg,/fdm/jsbsim/position/long-gc-rad,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/geod-alt-ft,/fdm/jsbsim/position/terrain-elevation-asl-ft,/fdm/jsbsim/position/distance-from-start-lon-mt,/fdm/jsbsim/position/distance-from-start-lat-mt,/fdm/jsbsim/position/distance-from-start-mag-mt,/fdm/jsbsim/ap/active-waypoint,/fdm/jsbsim/position/ned-x-relto-field-wp-ft,/fdm/jsbsim/position/ned-y-relto-field-wp-ft,/fdm/jsbsim/position/ned-z-relto-field-wp-ft,/fdm/jsbsim/position/ned-h-relto-field-wp-ft,/fdm/jsbsim/guidance/wp-distance,/fdm/jsbsim/guidance/field-wp-distance,/fdm/jsbsim/position/ned-x-relto-field-wp-m,/fdm/jsbsim/position/ned-y-relto-field-wp-m,/fdm/jsbsim/position/ned-z-relto-field-wp-m,/fdm/jsbsim/position/ned-h-relto-field-wp-m,/fdm/jsbsim/guidance/target-wp-latitude-rad-ONE,/fdm/jsbsim/guidance/target-wp-longitude-rad-ONE,/fdm/jsbsim/guidance/target-field-wp-latitude-rad,/fdm/jsbsim/guidance/target-field-wp-longitude-rad,/fdm/jsbsim/position/h-agl-m
23.8999044,395.235380195081234,120.46774388346077,395.235380195081234,0.930596756628187305,53.3192665833581501,0.92738284139150029,53.1351228045831974,0.142417310059846619,8.15991079603525371,45384.4900255763569,0,326.388797675545163,55.8035522936379351,331.126753184903521,1,16723199.8594888151,1779897.67708930443,8489079.33514503762,-8489079.33514503762,19564500.0352077521,19564500.0352077521,5097231.31717219111,542512.811976819998,2587471.38135220762,-2587471.38135220762,0,0,0,0,120.467743895950917
23.9499042,395.341623615473509,120.500126877996337,395.341623615473509,0.930596574210395322,53.3192561315885598,0.9273826586415016,53.135112333779567,0.142417287276548093,8.15990949064840443,45384.583977698836,0,326.475975471168852,56.96915682202944,331.411099705092283,1,16723197.6527836733,1779897.83710440341,8489076.20627650246,-8489076.20627650246,19564496.2205653228,19564496.2205653228,5097230.64456846379,542512.860749422223,2587470.42767307814,-2587470.42767307814,0,0,0,0,120.500126889351009
23.999904,395.441438876092434,120.530550569432975,395.441438876092434,0.930596391913484422,53.3192456867449494,0.927382476011628154,53.1351018698586017,0.142417264049548631,8.15990815983936457,45384.6715097806518,0,326.564851039815551,58.1339951751633777,331.700858626641661,1,16723195.4424414765,1779897.99077907344,8489073.08242453448,-8489073.08242453448,19564492.4074145071,19564492.4074145071,5097229.97085616272,542512.907589461654,2587469.47552299825,-2587469.47552299825,0,0,0,0,120.530550580787661
24.0499038,395.534774102270603,120.558999146372088,395.534774102270603,0.930596209731700097,53.3192352484976055,0.92738229349610668,53.1350914124895297,0.142417240375266874,8.1599068034029365,45384.7525695472141,0,326.655438085157073,59.298104175751547,331.996029139751556,1,16723193.2283483241,1779898.13807814149,8489069.96351799928,-8489069.96351799928,19564488.5956284553,19564488.5956284553,5097229.29600056913,542512.952486217604,2587468.52488028631,-2587468.52488028631,0,0,0,0,120.558999158862235
24.0999036,395.621580723673105,120.585457804575569,395.621580723673105,0.930596027659260638,53.3192248165152591,0.927382111089136485,53.1350809613399804,0.142417216250317197,8.1599054211451385,45384.8271080470804,0,326.747749561917033,60.4615208214102466,332.296610030685429,1,16723191.01039261,1779898.27896920824,8489066.84948369861,-8489066.84948369861,19564484.7850801796,19564484.7850801796,5097228.61996766739,542512.995429814677,2587467.57572263153,-2587467.57572263153,0,0,0,0,120.585457817065716
24.1499034,395.701813463121653,120.609912743559491,395.701813463121653,0.930595845690358803,53.3192143904651772,0.927381928784892673,53.135070516076226,0.142417191671504795,8.15990401288292233,45384.8950796041609,0,326.841797694668685,61.6242822641249219,332.602599700345536,1,16723188.7884650771,1779898.4134225843,8489063.7402464021,-8489063.7402464021,19564480.9756426439,19564480.9756426439,5097227.94272415619,542513.036411203677,2587466.62802710338,-2587466.62802710338,0,0,0,0,120.609912756049624
24.1999032,395.775430351495743,120.632351171135909,395.775430351495743,0.93059566381916603,53.3192039700134188,0.927381746577528587,53.135060076363267,0.142417166635820824,8.15990257844389433,45384.9564418558439,0,326.937593996420901,62.7864257946717075,332.913996183154325,1,16723186.5624588337,1779898.54141121847,8489060.63572890684,-8489060.63572890684,19564477.1671887487,19564477.1671887487,5097227.2642374523,542513.075422139373,2587465.68177017104,-2587465.68177017104,0,0,0,0,120.632351183626042
24.249903,395.8423927500844,120.652761310225728,395.8423927500844,0.930595482039832778,53.319193554824821,0.927381564461178254,53.1350496418650096,0.142417141140437464,8.15990111766603121,45385.0111557654891,0,327.035149287522074,63.9479888270387633,333.230797165924457,1,16723184.3322694004,1779898.66291064024,8489057.53585201129,-8489057.53585201129,19564473.3595914021,19564473.3595914021,5097226.58447571378,542513.112455163151,2587464.73692769324,-2587464.73692769324,0,0,0,0,120.652761322715861
24.2999028,395.902665346860886,120.671132397723198,395.902665346860886,0.930595300346493626,53.3191831445633184,0.927381382429959267,53.1350392122444219,0.14241711518270353,8.1598996303974296,45385.059185641745,0,327.134473712440354,65.1090088800153808,333.55300000376792,1,16723182.0977947749,1779898.7778988895,8489054.4405345954,-8489054.4405345954,19564469.5527235754,19564469.5527235754,5097225.90340784751,542513.147503581597,2587463.79347494477,-2587463.79347494477,0,0,0,0,120.671132411348822
24.3499026,395.956216163933277,120.68745468676687,395.956216163933277,0.930595118733267612,53.3191727388919645,0.927381200477974343,53.1350287871636127,0.142417088760139948,8.15989811649605379,45385.1004990967922,0,327.235576757075137,66.2695235672783127,333.880601737835775,1,16723179.8589354139,1779898.88635646435,8489051.34969362617,-8489051.34969362617,19564465.7464583032,19564465.7464583032,5097225.22100351471,542513.18056145031,2587462.8513866174,-2587462.8513866174,0,0,0,0,120.687454699257017
24.3999024,396.00301656126976,120.701719447875035,396.00301656126976,0.930594937194262006,53.3191623374731307,0.927381018599315432,53.135018366284072,0.142417061870435568,8.15989657582947991,45385.1350671036344,0,327.338467264793678,67.4295705711914906,334.213599108313019,1,16723177.6155943256,1779898.9882662578,8489048.26324418001,-8489048.26324418001,19564461.9406687804,19564461.9406687804,5097224.53723315056,542513.211623555399,2587461.91063682642,-2587461.91063682642,0,0,0,0,120.701719461500645
24.4499022,396.043041203171015,120.713918958726538,396.043041203171015,0.930594755723574307,53.31915193996862,0.927380836788064711,53.1350079492667362,0.142417034511443052,8.15989500827467751,45385.1628639171977,0,327.443153452148806,68.5891876364330386,334.551988570637093,1,16723175.3676770236,1779899.08361349721,8489045.18109954149,-8489045.18109954149,19564458.1352283545,19564458.1352283545,5097223.8520679567,542513.240685393917,2587460.97119914042,-2587460.97119914042,0,0,0,0,120.713918971216671
24.499902,396.076268069446087,120.724046507567166,396.076268069446087,0.930594574315294576,53.3191415460398233,0.927380655038297697,53.1349975357721647,0.14241700668117499,8.15989341371777499,45385.1838671214573,0,327.549642923748138,69.7484125501679557,334.895766307948463,1,16723173.1150916107,1779899.17238569702,8489042.10317116976,-8489042.10317116976,19564454.3300106116,19564454.3300106116,5097223.1654799236,542513.267743160482,2587460.03304657247,-2587460.03304657247,0,0,0,0,120.724046520057314
24.5499018,396.102678492665291,120.732096404564388,396.102678492665291,0.930594392963508543,53.3191311553478755,0.927380473344085465,53.1349871254606398,0.142416978377799708,8.1598917920538252,45385.1980576517308,0,327.657942688290404,70.9072831278859468,335.244928245478889,1,16723170.8577488028,1779899.25457259966,8489039.02936874516,-8489039.02936874516,19564450.5248893425,19564450.5248893425,5097222.47744183522,542513.292793728411,2587459.09615159361,-2587459.09615159361,0,0,0,0,120.732096417054521
24.5999016,396.1222571618855,120.738063982942705,396.1222571618855,0.930594211662299164,53.3191207675537555,0.927380291699498205,53.1349767179924157,0.142416949599637799,8.15989014318660466,45385.2054198041369,0,327.76805917184106,72.0658371907415471,335.599470060125952,1,16723168.5955619887,1779899.3301661252,8489035.95960021205,-8489035.95960021205,19564446.7197387144,19564446.7197387144,5097221.78792729415,542513.315834634937,2587458.16048614495,-2587458.16048614495,0,0,0,0,120.738063995432839
24.6499014,396.134992130100727,120.741945601254713,396.134992130100727,0.930594030405751171,53.3191103823185486,0.927380110098606547,53.1349663130277676,0.142416920345158321,8.15988846702839865,45385.2059412289309,0,327.87999823238215,73.2241125570568698,335.959387193911425,1,16723166.3284472581,1779899.39916032203,8489032.89377178997,-8489032.89377178997,19564442.9144332036,19564442.9144332036,5097221.09691072442,542513.336864066194,2587457.22602164187,-2587457.22602164187,0,0,0,0,120.741945613744846
24.6999012,396.140874788165092,120.74373863543272,396.140874788165092,0.930593849187951072,53.3190999993034254,0.927379928535485121,53.1349559102271982,0.142416890612975466,8.1598867634998058,45385.199612918208,0,327.993765172556493,74.3821470196618861,336.324674862367431,1,16723164.0563234184,1779899.46155131608,8489029.83178803697,-8489029.83178803697,19564439.1088476703,19564439.1088476703,5097220.40436737798,542513.355880841147,2587456.29272899358,-2587456.29272899358,0,0,0,0,120.743738647922868
24.749901,396.139899902045727,120.743441490143539,396.139899902045727,0.930593668002990926,53.3190896181698974,0.927379747004213439,53.1349455092514802,0.142416860401845508,8.15988503252956576,45385.186429234207,0,328.109364751350597,75.5399783402294958,336.695328065258025,1,16723161.7791120466,1779899.51733726985,8489026.77355184779,-8489026.77355184779,19564435.3028574362,19564435.3028574362,5097219.71027335245,542513.37288439984,2587455.36057860311,-2587455.36057860311,0,0,0,0,120.743441502633672
24.7999008,396.132065549492836,120.741053579485424,396.132065549492836,0.930593486844971784,53.319079238579981,0.927379565498881009,53.134935109761976,0.142416829710663634,8.15988327405437452,45385.1663878684703,0,328.226801196201336,76.6976442167021446,337.071341591477449,1,16723159.4967374913,1779899.56651833071,8489023.71896455996,-8489023.71896455996,19564431.4963383116,19564431.4963383116,5097219.01460558735,542513.387874787208,2587454.42954039807,-2587454.42954039807,0,0,0,0,120.741053593111033
24.8499006,396.117373175919056,120.736575344020139,396.117373175919056,0.93059330570800336,53.3190688601961753,0.927379384013586883,53.1349247114205738,0.142416798538460815,8.1598814880187156,45385.1394898603321,0,328.346078214997817,77.8551822861244318,337.452710031387767,1,16723157.2091269027,1779899.60909659532,8489020.6679259073,-8489020.6679259073,19564427.6891665943,19564427.6891665943,5097218.31734187994,542513.400852642255,2587453.49958381662,-2587453.49958381662,0,0,0,0,120.736575357645748
24.8999004,396.095827538520098,120.730008233740932,396.095827538520098,0.930593124586209797,53.3190584826818252,0.927379202542444436,53.1349143138900075,0.142416766884401108,8.15987967437468953,45385.1057395689786,0,328.467199006381747,79.0126300941939661,337.83942777976614,1,16723154.9162102714,1779899.64507606067,8489017.62033413537,-8489017.62033413537,19564423.8812191859,19564423.8812191859,5097217.61846089084,542513.411819183268,2587452.57067784481,-2587452.57067784481,0,0,0,0,120.73000824623108
24.9499002,396.067436724901199,120.721354713749889,396.067436724901199,0.930592943473730116,53.3190481057011212,0.927379021079582699,53.1349039168338919,0.142416734747778911,8.15987783308186998,45385.0651447049677,0,328.590166270262955,80.1700250867641557,338.231489043586578,1,16723152.6179204527,1779899.67446258711,8489014.57608599588,-8489014.57608599588,19564420.0723736025,19564420.0723736025,5097216.91794215422,542513.420776196523,2587451.64279101184,-2587451.64279101184,0,0,0,0,120.721354726240023
24.9999,396.032212138175964,120.710618259716043,396.032212138175964,0.930592762364721438,53.3190377289192909,0.927378839619149353,53.1348935199169148,0.14241670212801652,8.15987596410715632,45385.0177162540349,0,328.714982217164618,81.3274045907250098,338.628887845956285,1,16723150.3141931836,1779899.6972638627,8489011.53507681191,-8489011.53507681191,19564416.2625080086,19564416.2625080086,5097216.21576608252,542513.427726025344,2587450.71589141246,-2587450.71589141246,0,0,0,0,120.710618273341652
25.0498998,395.990168493241072,120.697803356739882,395.990168493241072,0.930592581253360529,53.3190273520026921,0.927378658155312618,53.1348831228049363,0.142416669024661602,8.15987406742463151,45384.9634685534111,0,328.841648577887952,82.4848058019651518,339.031618031729749,1,16723148.0049671028,1779899.71348936064,8489008.49720051326,-8489008.49720051326,19564412.4515012987,19564412.4515012987,5097215.51191397291,542513.432671557181,2587449.78994671674,-2587449.78994671674,0,0,0,0,120.697803370365492
25.0998996,395.941323794424534,120.682915492540602,395.941323794424534,0.930592400133848252,53.3190169746190534,0.927378476682264696,53.1348727251651951,0.142416635437384975,8.15987214301543595,45384.9024192127181,0,328.97016661200837,83.6422657634202409,339.439673269325226,1,16723145.690183783,1779899.72315031104,8489005.46234968118,-8489005.46234968118,19564408.6392331012,19564408.6392331012,5097214.80636801757,542513.435616214876,2587448.86492418312,-2587448.86492418312,0,0,0,0,120.682915505030735
25.1498994,395.885699335485697,120.665961157456053,395.885699335485697,0.930592219000409893,53.3190065964375037,0.927378295194223323,53.1348623266663935,0.142416601365978251,8.15987019086762899,45384.834589138969,0,329.10053711690307,84.7998213551594517,339.853047055660511,1,16723143.3697877619,1779899.72625965998,8489002.43041558191,-8489002.43041558191,19564404.8255838789,19564404.8255838789,5097214.09911131021,542513.436563944444,2587447.94079066953,-2587447.94079066953,0,0,0,0,120.665961169946186
25.1998992,395.823319688439369,120.646947841036322,395.823319688439369,0.930592037847298714,53.3189962171287846,0.927378113685434324,53.1348519269788397,0.142416566810351891,8.1598682109760805,45384.7600025151478,0,329.232760435185071,85.9575092780986978,340.271732717760415,1,16723141.0437265355,1779899.72283204203,8488999.40128820948,-8488999.40128820948,19564401.0104348734,19564401.0104348734,5097213.3901278479,542513.435519206454,2587447.0175126465,-2587447.0175126465,0,0,0,0,120.646947853526456
25.249899,395.7542126737535,120.625884022960079,395.7542126737535,0.930591856668798623,53.3189858363653926,0.927377932150175166,53.1348415257746538,0.142416531770533289,8.15986620334235901,45384.6786867740884,0,329.366836462031472,87.115366031340983,340.695723412345274,1,16723138.7119506039,1779899.71288374555,8488996.37485637143,-8488996.37485637143,19564397.1936683096,19564397.1936683096,5097212.67940254416,542513.43248696567,2587446.09505622229,-2587446.09505622229,0,0,0,0,120.625884035450213
25.2998988,395.678409367799759,120.602779175305372,395.678409367799759,0.93059167545922572,53.3189754538216576,0.927377750582755733,53.1348311227278245,0.142416496246664859,8.1598641679746251,45384.5906726151661,0,329.502764652511075,88.2734279072196131,341.125012129600179,1,16723136.3744134735,1779899.69643268501,8488993.35100767203,-8488993.35100767203,19564393.3751672916,19564393.3751672916,5097211.96692122705,542513.427472682437,2587445.17338713864,-2587445.17338713864,0,0,0,0,120.602779187795505
25.3498986,395.595944076776505,120.577643754601482,395.595944076776505,0.930591494212931192,53.3189650691739274,0.927377568977521993,53.1348207175143941,0.14241646023900234,8.15986210488753372,45384.4959939561959,0,329.640544028063289,89.4317309679303918,341.559591691229912,1,16723134.031071689,1779899.67349837371,8488990.32962859608,-8488990.32962859608,19564389.554815907,19564389.554815907,5097211.2526706513,542513.420482304296,2587444.252470796,-2587444.252470796,0,0,0,0,120.577643767091629
25.3998984,395.506854321807623,120.550489197286964,395.506854321807623,0.930591312924304082,53.3189546821007241,0.92737738732885755,53.1348103098125648,0.142416423747913218,8.15986001410213646,45384.3946879498471,0,329.78017318255155,90.5903110356179724,341.999454751262363,1,16723131.6818848494,1779899.64410189306,8488987.31060455739,-8488987.31060455739,19564385.7324993089,19564385.7324993089,5097210.53663850203,542513.411522257025,2587443.3322722693,-2587443.3322722693,0,0,0,0,120.550489209777112
25.4498982,395.411180812865496,120.521327911761404,395.411180812865496,0.930591131587773068,53.3189442922828221,0.927377205631187196,53.1347998993029051,0.142416386773875081,8.15985789564579989,45384.2867949232459,0,329.92165028852952,91.7492036697161524,342.444593793486661,1,16723129.3268156052,1779899.60826586816,8488984.29381993413,-8488984.29381993413,19564381.9081037156,19564381.9081037156,5097209.81881339662,542513.400599436602,2587442.4127563159,-2587442.4127563159,0,0,0,0,120.521327924251551
25.499898,395.30896744504571,120.490173277249937,395.30896744504571,0.930590950197809574,53.3189338994034685,0.927377023878978024,53.1347894856684064,0.142416349317474045,8.15985574955210424,45384.1723584099236,0,330.064973103293994,92.908444159866761,342.895001132521031,1,16723126.9658296946,1779899.56601444166,8488981.27915811166,-8488981.27915811166,19564378.0815164559,19564378.0815164559,5097209.09918489121,542513.387721201871,2587441.49388739234,-2587441.49388739234,0,0,0,0,120.490173290875546
25.5498978,395.200261276215315,120.45703963699043,395.200261276215315,0.930590768748929209,53.3189235031484259,0.927376842066742646,53.1347790685946535,0.142416311379404109,8.15985357586081506,45384.0514250864217,0,330.210138971328604,94.0680675053842634,343.350668907621355,1,16723124.5988959502,1779899.51737325359,8488978.26650155522,-8488978.26650155522,19564374.2526260391,19564374.2526260391,5097208.37774348632,542513.372895367676,2587440.57562967436,-2587440.57562967436,0,0,0,0,120.457039650616053
25.5998976,395.085112489759922,120.421942286878831,395.085112489759922,0.930590587235694655,53.3189131032061638,0.92737666018904108,53.1347686477699668,0.142416272960465051,8.15985137461775345,45383.9240447756238,0,330.357144832374729,95.228108403217874,343.811589083929334,1,16723122.2259863075,1779899.46236941358,8488975.25573183224,-8488975.25573183224,19564370.4213222004,19564370.4213222004,5097207.65448062681,542513.356130197295,2587439.65794706251,-2587439.65794706251,0,0,0,0,120.421942299368965
25.6498974,394.963574383407831,120.384897472062718,394.963574383407831,0.930590405652718444,53.3189026992679942,0.927376478240483748,53.1347582228855444,0.142416234061561842,8.15984914587477128,45383.7902704056469,0,330.505987223661464,96.3886012288323712,344.277753445931978,1,16723119.8470758237,1779899.40103148273,8488972.24672968686,-8488972.24672968686,19564366.5874959081,19564366.5874959081,5097206.92938871123,542513.337434395915,2587438.74080320867,-2587438.74080320867,0,0,0,0,120.384897484552852
25.6998972,394.835703354328871,120.345922382399451,394.835703354328871,0.930590223994664623,53.3188922910281917,0.927376296215733253,53.1347477936355759,0.142416194683703146,8.15984688968966232,45383.6501580227996,0,330.656662285641403,97.5495800248782103,344.749153596196095,1,16723117.4621426892,1779899.333389448,8488969.2393750716,-8488969.2393750716,19564362.7510394789,19564362.7510394789,5097206.2024610918,542513.316817103769,2587437.82416152209,-2587437.82416152209,0,0,0,0,120.345922394889584
25.749897,394.701558850705624,120.305035137695086,394.701558850705624,0.930590042256251304,53.3188818781841363,0.9273761141095066,53.1347373597173629,0.142416154828000657,8.15984460612611961,45383.5037667153083,0,330.809165764538989,98.7110784870293685,345.225780950070998,1,16723115.0711682159,1779899.2594747073,8488966.23354720511,-8488966.23354720511,19564358.9118465446,19564358.9118465446,5097205.47369207256,542513.294287890778,2587436.90798518807,-2587436.90798518807,0,0,0,0,120.305035151320681
25.7998968,394.561203382909298,120.262254791110763,394.561203382909298,0.930589860432252891,53.3188714604364122,0.927375931916577856,53.1347269208314898,0.142416114495668128,8.15984229525368754,45383.3511586424356,0,330.963493016067787,99.8731299469884704,345.707626730491597,1,16723112.6741368771,1779899.17932004877,8488963.22912462987,-8488963.22912462987,19564355.0698121637,19564355.0698121637,5097204.74307692051,542513.269856750849,2587435.99223718746,-2587435.99223718746,0,0,0,0,120.262254803600911
25.8498966,394.414702452719212,120.217601307588822,394.414702452719212,0.930589678517502406,53.3188610374889791,0.927375749631779933,53.1347164766818949,0.142416073688020062,8.15983995714768184,45383.1923989645293,0,331.119639010421963,101.035767361156815,346.194681965399752,1,16723110.2710362878,1779899.09295962728,8488960.22598525137,-8488960.22598525137,19564351.2248328142,19564351.2248328142,5097204.01061186101,542513.243534094421,2587435.07688030461,-2587435.07688030461,0,0,0,0,120.217601320078955
25.8998964,394.262124549597502,120.171095562717326,394.262124549597502,0.930589496506893377,53.3188506090492567,0.927375567250007804,53.1347060269760973,0.142416032406471466,8.15983759188917546,45383.0275558178764,0,331.277598333232277,102.199023290099333,346.686937478435823,1,16723107.8618572298,1779899.00042895321,8488957.22400640883,-8488957.22400640883,19564347.3768064678,19564347.3768064678,5097203.27629408427,542513.215330744977,2587434.16187715344,-2587434.16187715344,0,0,0,0,120.171095576342935
25.9498962,394.103541124612093,120.122759334781776,394.103541124612093,0.930589314395383282,53.3188401748283241,0.927375384766219613,53.1346955714252047,0.1424159906525366,8.15983519956493097,45382.856700318298,0,331.43736519034519,103.362929891463182,347.184383886990247,1,16723105.4465936348,1779898.90176487109,8488954.22306490876,-8488954.22306490876,19564343.5256326422,19564343.5256326422,5097202.54012173973,542513.185257932753,2587433.24719018443,-2587433.24719018443,0,0,0,0,120.122759348407385
25.999896,393.939026549458504,120.072615292274961,393.939026549458504,0.930589132177993994,53.3188297345409694,0.927375202175439561,53.134685109744126,0.142415948427828842,8.15983278026738468,45382.6799065007508,0,331.598933408353844,104.527518901566822,347.687011592718591,1,16723103.0252426043,1779898.79700554488,8488951.22303709388,-8488951.22303709388,19564339.6712124236,19564339.6712124236,5097201.80209394637,542513.153327290085,2587432.33278170647,-2587432.33278170647,0,0,0,0,120.072615304765094
26.0498958,393.768658071756363,120.02068698027135,393.768658071756363,0.930588949849815439,53.3188192879058462,0.92737501947276002,53.1346746416516851,0.14241590573405935,8.15983033409458081,45382.4972512913155,0,331.762296439695774,105.692821621945825,348.194810777659427,1,16723100.5978044067,1779898.68619044009,8488948.22379889339,-8488948.22379889339,19564335.8134485111,19564335.8134485111,5097201.06221078336,542513.119550846168,2587431.41861390276,-2587431.41861390276,0,0,0,0,120.020686992761483
26.0998956,393.59251581132412,119.966998819291604,393.59251581132412,0.930588767406007711,53.3188088346456652,0.927374836653343859,53.1346641668707278,0.142415862573036928,8.15982786115015735,45382.3088144689391,0,331.927447363183944,106.858868904482506,348.707771395384498,1,16723098.1642824803,1779898.56936030812,8488945.22522587888,-8488945.22522587888,19564331.9522452652,19564331.9522452652,5097200.32047330029,542513.083941021934,2587430.50464884797,-2587430.50464884797,0,0,0,0,119.966998831781737
26.1498954,393.410682693123817,119.911576084864151,393.410682693123817,0.930588584841802069,53.3187983744871943,0.927374653712426444,53.1346536851282565,0.142415818946667244,8.15982536154329807,45382.1146786534009,0,332.094378886980792,108.025691138659639,349.225883164943184,1,16723095.7246834245,1779898.44655717164,8488942.2271933239,-8488942.2271933239,19564328.0875087865,19564328.0875087865,5097199.57688350789,542513.04651062598,2587429.59084852505,-2587429.59084852505,0,0,0,0,119.911576098489746
26.1998952,393.223244436085224,119.854444904118779,393.223244436085224,0.930588402152504157,53.3187879071614645,0.927374470645317084,53.1346431961555226,0.142415774856952393,8.15982283538871833,45381.9149292290094,0,332.263083350297052,109.193318242355303,349.749135564542087,1,16723093.2790169884,1779898.31782430992,8488939.22957625054,-8488939.22957625054,19564324.219146885,19564324.219146885,5097198.83144437801,542513.007272849674,2587428.67717484152,-2587428.67717484152,0,0,0,0,119.854444917744388
26.249895,393.030289504677057,119.795632241025572,393.030289504677057,0.930588219333495781,53.3187774324038699,0.927374287447402468,53.134632699688197,0.142415730305990251,8.15982028280661353,45381.7096543675361,0,332.433552725834545,110.361779639890969,350.277517821825427,1,16723090.8272961024,1779898.18320624321,8488936.23224949464,-8488936.23224949464,19564320.3470691852,19564320.3470691852,5097198.08415985201,542512.96624126297,2587427.7635896462,-2587427.7635896462,0,0,0,0,119.795632253515706
26.2998948,392.831909064203501,119.735165882769238,392.831909064203501,0.930588036380236461,53.3187669499542594,0.927374104114147779,53.1346221954664628,0.142415685295973871,8.15981770392263961,45381.4989449199129,0,332.605778622122727,111.531104254950492,350.811018908470714,1,16723088.3695368376,1779898.04274871759,8488933.23508774117,-8488933.23508774117,19564316.4711871296,19564316.4711871296,5097197.33503482863,542512.923429809161,2587426.8500547437,-2587426.8500547437,0,0,0,0,119.735165896394832
26.3498946,392.628196939826012,119.673074427258967,392.628196939826012,0.930587853288266764,53.3187564595571359,0.927373920641099247,53.1346116832351285,0.142415639829191226,8.15981509886788636,45381.2828944140492,0,332.779752284474625,112.701320494293498,351.349627530472048,1,16723085.9057583995,1779897.89649869082,8488930.2379656285,-8488930.2379656285,19564312.5914140604,19564312.5914140604,5097196.58407516032,542512.878852801048,2587425.93653192371,-2587425.93653192371,0,0,0,0,119.673074440884577
26.3998944,392.419249594211578,119.609387276315701,392.419249594211578,0.930587670053208971,53.3187459609616639,0.92737373702388548,53.1346011627437349,0.14241559390802469,8.15981246777885261,45381.0615990133738,0,332.955464597004493,113.872456239257957,351.893332121749268,1,16723083.4359831531,1779897.7445043216,8488927.24075774848,-8488927.24075774848,19564308.7076652087,19564308.7076652087,5097195.83128766529,542512.832524917205,2587425.02298296196,-2587425.02298296196,0,0,0,0,119.60938728994131
26.4498942,392.205166056752205,119.544134614098084,392.205166056752205,0.930587486670769737,53.3187354539218603,0.927373553258220573,53.1345906337467113,0.142415547534950504,8.15980981079741952,45380.835157456997,0,333.132906084645697,115.044538825932833,352.442120833985882,1,16723080.9602365717,1779897.58681494789,8488924.24333875813,-8488924.24333875813,19564304.8198577762,19564304.8198577762,5097195.07668010704,542512.784461196163,2587424.10936965374,-2587424.10936965374,0,0,0,0,119.544134626588217
26.499894,391.986047890037298,119.477347396883374,391.986047890037298,0.930587303136742428,53.318724938196695,0.927373369339904996,53.1345800960034538,0.142415500712538168,8.15980712807080444,45380.6036710410117,0,333.312066915487321,116.217595039493375,352.995981531169832,1,16723078.4785472639,1779897.42348107859,8488921.24558340199,-8488921.24558340199,19564300.9279109538,19564300.9279109538,5097194.32026120648,542512.7346770328,2587423.19565382088,-2587423.19565382088,0,0,0,0,119.477347410508983
26.5498938,391.761999156326056,119.409057342848186,391.761999156326056,0.93058711944700867,53.3187144135502109,0.927373185264828703,53.1345695492784671,0.142415453443450329,8.15980441975157156,45380.3672435330154,0,333.49293690119913,117.391651094373699,353.554901777606801,1,16723075.9909469243,1779897.25455437787,8488918.2473665867,-8488918.2473665867,19564297.0317460001,19564297.0317460001,5097193.56204062235,542512.683188174386,2587422.28179733595,-2587422.28179733595,0,0,0,0,119.409057355338334
26.5998936,391.533126346766949,119.339296910494568,391.533126346766949,0.930586935597539577,53.3187038797515669,0.927373001028971355,53.1345589933414075,0.142415405730442063,8.15980168599756972,45380.1259811565978,0,333.67550549979245,118.566732632850687,354.118868834051568,1,16723073.4974703435,1779897.0800876508,8488915.24856342189,-8488915.24856342189,19564293.1312861815,19564293.1312861815,5097192.80202896055,542512.630010716035,2587421.36776213115,-2587421.36776213115,0,0,0,0,119.339296922984715
26.6498934,391.299538344144821,119.268099287295342,391.299538344144821,0.930586751584399186,53.3186933365752509,0.927372816628406205,53.1345484279672888,0.14241535757636048,8.15979892697192888,45379.8799925378044,0,333.859761817107255,119.742864700259886,354.687869644800799,1,16723070.9981553946,1779896.90013482817,8488912.24904932082,-8488912.24904932082,19564289.2264569402,19564289.2264569402,5097192.04023776483,542512.575161095709,2587420.4535102332,-2587420.4535102332,0,0,0,0,119.26809929978549
26.6998932,391.061346370726824,119.195498373797548,391.061346370726824,0.930586567403744791,53.3186827838010799,0.927372632059300428,53.1345378529364964,0.142415308984144229,8.15979614284301924,45379.6293886322746,0,334.045694608723977,120.92007174287113,355.261890832565143,1,16723068.4930429924,1779896.71475095185,8488909.24870001152,-8488909.24870001152,19564285.3171858229,19564285.3171858229,5097191.27667950466,542512.518656090135,2587419.53900376381,-2587419.53900376381,0,0,0,0,119.195498387423143
26.749893,390.818663936108351,119.121528767725835,390.818663936108351,0.930586383051830168,53.3186722212144275,0.927372447317917792,53.1345272680349723,0.142415259956822832,8.15979333378442284,45379.3742827037568,0,334.233292282511911,122.098377590893875,355.840918688884699,1,16723065.9821770899,1779896.52399215731,8488906.24739164114,-8488906.24739164114,19564281.4034025967,19564281.4034025967,5097190.51136757713,542512.460512809572,2587418.62420497229,-2587418.62420497229,0,0,0,0,119.121528780215968
