Time,/fdm/jsbsim/fcs/aileron-cmd-norm,/fdm/jsbsim/fcs/elevator-cmd-norm,/fdm/jsbsim/fcs/rudder-cmd-norm,/fdm/jsbsim/fcs/flap-cmd-norm,/fdm/jsbsim/fcs/elevator-pos-rad,/fdm/jsbsim/fcs/elevator-pos-deg,/fdm/jsbsim/fcs/elevator-pos-norm,/fdm/jsbsim/fcs/rudder-pos-rad,/fdm/jsbsim/fcs/rudder-pos-deg,/fdm/jsbsim/fcs/rudder-pos-norm,/fdm/jsbsim/fcs/flap-pos-rad,/fdm/jsbsim/fcs/flap-pos-deg,/fdm/jsbsim/fcs/flap-pos-norm,/fdm/jsbsim/fcs/left-aileron-pos-rad,/fdm/jsbsim/fcs/left-aileron-pos-deg,/fdm/jsbsim/fcs/left-aileron-pos-norm,/fdm/jsbsim/fcs/right-aileron-pos-rad,/fdm/jsbsim/fcs/right-aileron-pos-deg,/fdm/jsbsim/fcs/right-aileron-pos-norm,/fdm/jsbsim/fcs/throttle-cmd-norm,/fdm/jsbsim/fcs/throttle-pos-norm,/fdm/jsbsim/fcs/pitch-trim-cmd-norm,/fdm/jsbsim/fcs/pitch-trim-sum,/fdm/jsbsim/fcs/pitch-effective-sum,/fdm/jsbsim/fcs/elevator-effective-pos-rad,/fdm/jsbsim/fcs/tab-trim-sum,/fdm/jsbsim/fcs/tab-pos-rad,/fdm/jsbsim/fcs/elevator-effective-pos-deg
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0499998,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0839204296338163097,-4.8082864329422792,0,0.082565243725362239,4.73063999993225881,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.0999996,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.162420115633816309,-9.30598713384447507,0,0.161064929725362238,9.2283407008344529,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.1499994,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.162420115633816309,-9.30598713384447507,0,0.127060633760940123,7.28003805675932902,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.1999992,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0839204296338162958,-4.80828643294227831,0,0.0485609477609401097,2.78233735585713315,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.249999,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.00542074363381628462,-0.310585732040082496,0,-0.0195237226582675207,-1.11862690870266546,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.2999988,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0316569155370439656,-1.81380765267474109,0,0.0237426866527829725,1.36035573950605571,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.3499986,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0404741212433668493,-2.31899632674570855,0,0.0303555909325251387,1.7392472450592813,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.3999984,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0410841614926130139,-2.35394905836062218,0,0.0308131211194597604,1.76546179377046686,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.4499982,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0408149775714540183,-2.33852595576542965,0,0.030611233178590512,1.75389446682407213,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.499998,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0404982666709899491,-2.32037975784305051,0,0.0303737000032424619,1.74028481838228788,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.5499978,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.040224112251800212,-2.30467186668861812,0,0.030168084188850159,1.7285039000164637,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.5999976,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0399982305787575376,-2.29172980015391881,0,0.0299986729340681532,1.71879735011543922,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.6499974,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0398167739533263898,-2.28133310135202816,0,0.0298625804649947958,1.71099982601402112,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.6999972,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0396748574361857134,-2.27320188387667121,0,0.0297561430771392833,1.7049014129075033,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.749997,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0395675445224970349,-2.26705330683505846,0,0.0296756583918727813,1.70028998012629406,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.7999968,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0394899795959732652,-2.26260916390700384,0,0.0296174846969799489,1.69695687293025288,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.8499966,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0394374010944453998,-2.25959663767633501,0,0.0295780508208340516,1.69469747825725148,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.8999964,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0394051742278965847,-2.25775017423615676,0,0.0295538806709224368,1.69331263067711735,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.9499962,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393888079132336394,-2.25681245347978665,0,0.029541605934925233,1.69260934010984032,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
0.999996,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393839706017311969,-2.25653529594650681,0,0.0295379779512983942,1.69240147195987989,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.0499958,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393865068584780195,-2.25668061275386123,0,0.0295398801438585129,1.69251045956539592,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.0999956,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393924573924644139,-2.25702155323713072,0,0.0295443430443483104,1.69276616492784826,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.1499954,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393980660721403725,-2.25734290691120432,0,0.0295485495541052794,1.69300718018340302,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.1999952,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393997892960799984,-2.25744164037010053,0,0.0295498419720599953,1.69308123027757529,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.249995,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393943183772073741,-2.25712817980864067,0,0.0295457387829055271,1.69284613485648028,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.2999948,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393785850233104653,-2.25622672503276211,0,0.0295339387674828473,1.69217004377457148,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.3499946,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0393497682831182444,-2.25457564744042305,0,0.0295123262123386833,1.69093173558031706,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.3999944,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.039305300710426129,-2.2520278431999734,0,0.029478975532819595,1.68902088239997994,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.4499942,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.03924287626581692,-2.24845118598541749,0,0.02943215719936269,1.68633838948906312,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.499994,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0391604364571992367,-2.24372773288775829,0,0.0293703273428994258,1.68279579966581849,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
1.5499938,-0.0155322167158060201,0,0.00270104784621313064,1,-0.00847116063279978494,-0.485361751836799415,0,0.000754132558662706071,0.0432086128047750248,0,0.523598775598298816,30,1,-0.0390561849974796968,-2.23775456423775054,0,0.0292921387481097778,1.67831592317831313,0,0.391836174036659268,0.391836174036659268,-0.0173376189783049223,-0.0173376189783049223,0,0,-0.0173376189783049223,-0.00847116063279978494,0
