Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
2.49999,-94.7314004186960403,36.9767863990621919,-1145.71659140351494,139.147945580935584,26.5073223989717057,1141.46530384187326,0,0,0,12.9716327129267484,36.9767863990621919,-1145.71659140351494,-0.995834184059127159,-57.9849843204519431,-127.430632145344305,-101.525863093655758,0,0,0,28.9173842948763848,1.64987000382848237,-92.8254758304351526
2.5499898,-94.6812388930991347,36.4771570339235893,-1146.36608630326668,139.096798841866161,26.0851609859065263,1142.11294044773149,0,0,0,13.0084042339714046,36.4771570339235893,-1146.36608630326668,-0.996400064093467042,-59.4716022269351257,-128.442287839141869,-98.130501366494741,0,0,0,27.4246153914759461,1.50898228432481574,-89.3236714968499541
2.5999896,-94.6205260633064427,35.9273464044690414,-1147.00938113667485,139.024665894619176,25.6290771610283379,1142.75528056730718,0,0,0,13.0544584731873954,35.9273464044690414,-1147.00938113667485,-0.996961494136801907,-60.9190182768349686,-129.421966169179456,-94.5519067987177948,0,0,0,25.9706023819733716,1.37630737825995197,-85.6419199943977674
2.6499894,-94.5501050211196912,35.3311766259546829,-1147.64538419758765,138.932803977127662,25.1418808152269833,1143.39122966700847,0,0,0,13.1089845231399238,35.3311766259546829,-1147.64538419758765,-0.997517498792297119,-62.3245387630105867,-130.367475129282298,-90.8102101242399158,0,0,0,24.5580598125374863,1.25192697267041808,-81.8002336660690332
2.6999892,-94.4708448374299934,34.6925926526070896,-1148.27315020365268,138.822537830958197,24.6264528026694869,1144.01983584219693,0,0,0,13.1711475022995188,34.6925926526070896,-1148.27315020365268,-0.99806722654559088,-63.6856001469039086,-131.276773784245222,-86.9257566853269878,0,0,0,23.1895724677539334,1.13592884303304231,-77.8188332529176421
2.749989,-94.3836412239418934,34.0156370637679117,-1148.89188419838047,138.695251375236325,24.0857283854021631,1144.64029363226314,0,0,0,13.2400871599459151,34.0156370637679117,-1148.89188419838047,-0.998609953108903881,-64.9997998537952384,-132.147975862686053,-82.9190000621239278,0,0,0,21.8675642383784918,1.02840793118519969,-73.7180412983710482
2.7999888,-94.28941681464363,33.3044252767527311,-1149.50094520310267,138.552379448412978,23.5226810629039527,1145.25194761409716,0,0,0,13.3149169043203415,33.3044252767527311,-1149.50094520310267,-0.999145084599499023,-66.2649251744978756,-132.979353439930094,-78.8103990126430176,0,0,0,20.5942689083609736,0.929466416884650926,-69.5181788733671624
2.8499886,-94.1891209918349546,32.5631213143555911,-1150.0998494237399,138.395399639412574,22.940306844446976,1145.85429558386136,0,0,0,13.3947233378643631,32.5631213143555911,-1150.0998494237399,-0.999672160386652742,-67.4789798275430712,-133.769340606665537,-74.6203180691066734,0,0,0,19.371703310329508,0.839212907337639535,-65.2394659891105135
2.8999884,-94.0839367069277728,31.7959169126298384,-1150.68237849031061,138.225861813736259,22.3416090942816794,1146.44108757303138,0,0,0,13.4783589686037573,31.7959169126298384,-1150.68237849031061,-1.00018667461654709,-68.6401976136352232,-134.516583159888484,-70.3689308554261146,0,0,0,18.2016534715441054,0.757714809530483535,-60.9019177166794137
2.9499882,-93.9746413864399415,31.0070075226382471,-1151.25398521229863,138.045368387545579,21.7295836278468855,1147.0177451410791,0,0,0,13.5650807386669356,31.0070075226382471,-1151.25398521229863,-1.00069127994187124,-69.7471818315746077,-135.22091119754316,-66.0761340102398975,0,0,0,17.0855349574357689,0.684026803004513795,-56.5252854346503142
2.999988,-93.8622269519457859,30.2005629760486443,-1151.81564409310636,137.855460136834552,21.1072044164406663,1147.58521586078768,0,0,0,13.6539292532625609,30.2005629760486443,-1151.81564409310636,-1.0011878903863507,-70.7986382856387166,-135.88067309728558,-61.7614521586329346,0,0,0,16.0246595450237095,0.618857126017815062,-52.1289512287625172
3.0499878,-93.747748269843072,29.380713030566362,-1152.36734285058128,137.657689079461505,20.4774108498265832,1148.14345608662916,0,0,0,13.7438802049272368,29.380713030566362,-1152.36734285058128,-1.00167644328685457,-71.7936231190994647,-136.494711909151988,-57.4439614944502921,0,0,0,15.0199873573763227,0.562590887252497396,-47.7318311293415221
3.0999876,-93.6322768468667732,28.5515272395051056,-1152.90924903870086,137.453612307308163,19.8430945503789218,1148.69259837284358,0,0,0,13.8338903819325907,28.5515272395051056,-1152.90924903870086,-1.00215702808245855,-72.7315107009880819,-137.062116471194315,-53.1422117024594769,0,0,0,14.0721588692390611,0.515537666275548645,-43.3523012578653351
3.1499874,-93.5168967073188497,27.7169961924615649,-1153.44171700552283,137.24478562930716,19.2070871541955341,1149.23295854102844,0,0,0,13.92290157008172,27.7169961924615649,-1153.44171700552283,-1.00262989348434317,-73.6119890795218623,-137.582216197529164,-48.8741537835922912,0,0,0,13.1814993820228352,0.477934719771468508,-39.0081276190621864
3.1999872,-93.4027000197165904,26.8810139720847125,-1153.96528877536889,137.032757034965385,18.5721488680959581,1149.76503676506832,0,0,0,14.0098447774274462,26.8810139720847125,-1153.96528877536889,-1.00309544920065319,-74.4350611346685582,-138.054573091968706,-44.6570733413032741,0,0,0,12.348017833614918,0.449952277564165115,-34.7164012780883482
3.249987,-93.2907824406278223,26.0473618273663483,-1154.48069033523052,136.819060111445708,17.9409577651415653,1150.28951413465938,0,0,0,14.0936448119254294,26.0473618273663483,-1154.48069033523052,-1.00355426351354482,-75.2010432052116755,-138.478972433414611,-40.5075291966112587,0,0,0,11.5714081662418522,0.431699517720574022,-30.4934787380163748
3.2999868,-93.1822381619001305,25.2196931007211589,-1154.9888245788818,136.605207528445078,17.3160998271144209,1150.80724593389255,0,0,0,14.1732252213609797,25.2196931007211589,-1154.9888245788818,-1.00400705782796518,-75.9105603969732385,-138.855413119982956,-36.4412973811550032,0,0,0,10.8510540429424225,0.423230267081322609,-26.3549275494261011
3.3499866,-93.0781546706926548,24.4015194391003121,-1155.49076193760561,136.392684686759424,16.7000597442862819,1151.31925264865686,0,0,0,14.2475135817703205,24.4015194391003121,-1155.49076193760561,-1.00445469910209595,-76.5645386040319096,-139.184098270629306,-32.473320555469428,0,0,0,10.1860368784704747,0.424547863113588164,-22.315477205201848
3.3999864,-92.9796072519425962,23.5961983079086863,-1155.98772948496185,136.182943605502885,16.0952124802463814,1151.82670947728275,0,0,0,14.3154470986411866,23.5961983079086863,-1155.98772948496185,-1.00489819087400845,-77.1641934454388263,-139.465426372598728,-28.6176628788093517,0,0,0,9.57514697874167098,0.435608923167592366,-18.3889753666516818
3.4499862,-92.8876532815053793,22.8069218148051931,-1156.48109909914706,135.977397105252749,15.5038156062411421,1152.33093491692375,0,0,0,14.3759784665420796,22.8069218148051931,-1156.48109909914706,-1.00533866341103861,-77.7110163212748972,-139.699983038759115,-24.8874703326734874,0,0,0,9.01689758185250412,0.456325992730057806,-14.5883494492446406
3.499986,-92.8033263728490283,22.0367068400734567,-1156.97237508648686,135.777413328179705,14.9280024068459589,1152.83337881999978,0,0,0,14.4280819176422312,22.0367068400734567,-1156.97237508648686,-1.00577736334733236,-78.2067578584297678,-139.888533285528041,-21.2949364790288271,0,0,0,8.50954152695936727,0.486569198182110085,-10.9255735759488175
3.5499858,-92.7278736212209935,21.2883890150860466,-1157.45616032837711,135.584358381725309,14.3697758623995533,1153.32857782990936,0,0,0,14.4705163465547741,21.2883890150860466,-1157.45616032837711,-1.00621058291734355,-78.653409318285668,-140.032119619679634,-17.8512720976787094,0,0,0,8.05109003800741618,0.526061751251432952,-7.41163096213965211
3.5999856,-92.6619727905251978,20.564613059460342,-1157.94173201333547,135.399560292159578,13.8310027904317572,1153.82575013918859,0,0,0,14.5026082712373352,20.564613059460342,-1157.94173201333547,-1.00664398779419062,-79.0532726278012916,-140.132982385356343,-14.566686877436771,0,0,0,7.639242780230731,0.573452578442896765,-4.05653140970261461
3.6499854,-92.6065312759557457,19.867821506793824,-1158.43166347570104,135.224195271108698,13.3134094582733269,1154.32741847854732,0,0,0,14.5234528410812231,19.867821506793824,-1158.43166347570104,-1.00708109971300575,-79.4086462496044589,-140.191608915099778,-11.4503629893274059,0,0,0,7.27170199697339115,0.629259865790430695,-0.869266798408146357
3.6999852,-92.5624469178567608,19.2002557383271082,-1158.92755641448889,135.059379169058332,12.8185785282868849,1154.83513349727923,0,0,0,14.5321535991872963,19.2002557383271082,-1158.92755641448889,-1.00752325510794316,-79.7220940549631223,-140.209062692595353,-8.51044826299503754,0,0,0,6.94590391594645951,0.693534494064635965,2.14221550906523106
3.749985,-92.530562525072952,18.5639517321058847,-1159.43112528118036,134.90616474426696,12.3479453853036354,1155.3505591527869,0,0,0,14.5278682558875403,18.5639517321058847,-1159.43112528118036,-1.00797188952340355,-79.9963457524070236,-140.186653875111659,-5.75404624794194142,0,0,0,6.65911846940366559,0.76618155955173961,4.97101607554885483
